2016-06-13T13:53:02.672777,28.23
2016-06-13T13:53:03.672841,31.70
2016-06-13T13:53:04.672905,26.64
2016-06-13T13:53:05.672969,26.09
2016-06-13T13:53:06.673033,21.15
2016-06-13T13:53:07.673097,29.82
2016-06-13T13:53:08.673161,15.58
2016-06-13T13:53:09.673225,21.63
2016-06-13T13:53:10.673289,20.26
2016-06-13T13:53:11.673353,17.16
2016-06-13T13:53:12.673417,22.69
2016-06-13T13:53:13.673481,34.53
2016-06-13T13:53:14.673545,32.92
2016-06-13T13:53:15.673609,16.50
2016-06-13T13:53:16.673673,27.65
2016-06-13T13:53:17.673737,31.51
2016-06-13T13:53:18.673796,28.51
2016-06-13T13:53:19.673854,28.57
2016-06-13T13:53:20.673912,17.76
2016-06-13T13:53:21.673969,29.59
2016-06-13T13:53:22.674027,20.36
2016-06-13T13:53:23.674084,26.13
2016-06-13T13:53:24.674142,23.26
2016-06-13T13:53:25.674200,20.96
2016-06-13T13:53:26.674257,19.54
2016-06-13T13:53:27.674315,27.21
2016-06-13T13:53:28.674372,31.64
2016-06-13T13:53:29.674430,23.52
2016-06-13T13:53:30.674488,32.94
2016-06-13T13:53:31.674545,31.43
2016-06-13T13:53:32.674603,21.26
2016-06-13T13:53:33.674660,18.71
2016-06-13T13:53:34.674718,21.64
2016-06-13T13:53:35.674776,25.35
2016-06-13T13:53:36.674833,15.25
2016-06-13T13:53:37.674891,34.37
2016-06-13T13:53:38.674948,24.34
2016-06-13T13:53:39.675006,23.02
2016-06-13T13:53:40.675064,29.05
2016-06-13T13:53:41.675121,24.19
2016-06-13T13:53:42.675179,21.27
2016-06-13T13:53:43.675236,17.70
2016-06-13T13:53:44.675294,33.94
2016-06-13T13:53:45.675352,27.45
2016-06-13T13:53:46.675409,25.65
2016-06-13T13:53:47.675467,23.03
2016-06-13T13:53:48.675524,30.47
2016-06-13T13:53:49.675582,23.73
2016-06-13T13:53:50.675645,24.77
2016-06-13T13:53:51.675709,33.08
2016-06-13T13:53:52.675773,16.09
2016-06-13T13:53:53.675837,22.87
2016-06-13T13:53:54.675901,23.36
2016-06-13T13:53:55.675965,21.27
2016-06-13T13:53:56.676029,15.39
2016-06-13T13:53:57.676093,20.55
2016-06-13T13:53:58.676157,22.20
2016-06-13T13:53:59.676221,20.86
2016-06-13T13:54:00.676285,28.23
2016-06-13T13:54:01.676349,18.79
2016-06-13T13:54:02.676413,29.95
2016-06-13T13:54:03.676477,21.46
2016-06-13T13:54:04.676541,24.53
2016-06-13T13:54:05.676605,21.18
2016-06-13T13:54:06.676664,30.91
2016-06-13T13:54:07.676721,25.58
2016-06-13T13:54:08.676779,24.09
2016-06-13T13:54:09.676836,18.04
2016-06-13T13:54:10.676894,29.06
2016-06-13T13:54:11.676952,32.58
2016-06-13T13:54:12.677009,21.95
2016-06-13T13:54:13.677067,22.67
2016-06-13T13:54:14.677124,34.60
2016-06-13T13:54:15.677182,32.41
2016-06-13T13:54:16.677240,34.69
2016-06-13T13:54:17.677297,29.71
2016-06-13T13:54:18.677355,33.92
2016-06-13T13:54:19.677412,27.04
2016-06-13T13:54:20.677470,17.69
2016-06-13T13:54:21.677528,15.56
2016-06-13T13:54:22.677585,18.71
2016-06-13T13:54:23.677643,23.80
2016-06-13T13:54:24.677700,29.04
2016-06-13T13:54:25.677758,27.07
2016-06-13T13:54:26.677816,24.31
2016-06-13T13:54:27.677873,24.42
2016-06-13T13:54:28.677931,34.75
2016-06-13T13:54:29.677988,24.93
2016-06-13T13:54:30.678046,15.31
2016-06-13T13:54:31.678104,31.60
2016-06-13T13:54:32.678161,33.22
2016-06-13T13:54:33.678219,24.65
2016-06-13T13:54:34.678276,27.21
2016-06-13T13:54:35.678334,16.14
2016-06-13T13:54:36.678392,29.42
2016-06-13T13:54:37.678449,32.62
2016-06-13T13:54:38.678507,16.22
2016-06-13T13:54:39.678564,24.25
2016-06-13T13:54:40.678622,15.16
2016-06-13T13:54:41.678680,24.55
2016-06-13T13:54:42.678737,26.03
2016-06-13T13:54:43.678795,26.61
2016-06-13T13:54:44.678852,22.67
2016-06-13T13:54:45.678910,22.27
2016-06-13T13:54:46.678968,18.56
2016-06-13T13:54:47.679025,22.09
2016-06-13T13:54:48.679083,30.65
2016-06-13T13:54:49.679140,33.97
2016-06-13T13:54:50.679198,30.00
2016-06-13T13:54:51.679256,33.02
2016-06-13T13:54:52.679313,22.69
2016-06-13T13:54:53.679371,22.19
2016-06-13T13:54:54.679428,20.25
2016-06-13T13:54:55.679486,17.14
2016-06-13T13:54:56.679544,15.66
2016-06-13T13:54:57.679601,21.19
2016-06-13T13:54:58.679659,33.21
2016-06-13T13:54:59.679716,18.11
2016-06-13T13:55:00.679774,27.83
2016-06-13T13:55:01.679832,28.69
2016-06-13T13:55:02.679889,19.22
2016-06-13T13:55:03.679947,27.66
2016-06-13T13:55:04.680004,17.84
2016-06-13T13:55:05.680062,23.35
2016-06-13T13:55:06.695745,25.04
2016-06-13T13:55:07.695803,23.94
2016-06-13T13:55:08.695861,20.98
2016-06-13T13:55:09.695918,21.98
